"recipeClass","productIndex","productName","productClass","line","lineType","itemIndex","itemName","className","qty"
"AblazeBoots","416","阿博雷兹之靴","AblazeBoots","9","二级材料","216","火山的 茧","Lv12Refine_Cocoon_Red","3"
"AblazeBoots","416","阿博雷兹之靴","AblazeBoots","10","三级/中间材料","312","魔力的 红色颜料","Lv12Refine_ManaDye_Red","2"
"AblazeBoots","416","阿博雷兹之靴","AblazeBoots","11","二级材料","210","魔力石","PowerGem","160"
"AblazeBoots","416","阿博雷兹之靴","AblazeBoots","12","二级材料","217","特殊 稀释剂","SpecialDiluted","1"
"AblazeBoots","416","阿博雷兹之靴","AblazeBoots","13","二级材料","218","红色天然颜料","Lv12Refine_Dye_Red","1"
"AblazeBoots","416","阿博雷兹之靴","AblazeBoots","14","三级/中间材料","300","红色基诺之星","MixGem","2"
"AblazeBoots","416","阿博雷兹之靴","AblazeBoots","15","三级/中间材料","313","恶魔术士的蓝宝石","Advance_Item_RedJewel","2"
"AblazeBoots","416","阿博雷兹之靴","AblazeBoots","16","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","0","成品行","415","阿博雷兹之手","AblazeVambrace","99"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","1","三级/中间材料","308","燃起的烟火 衣料","Lv12Refine_FireCloth","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","2","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","3","二级材料","214","烟火之净水","Lv12Refine_Marrow_Fire","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","4","三级/中间材料","309","皮带","Strap","2000"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","5","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","6","二级材料","215","精工宝石","WareGemstone","50"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","7","二级材料","210","魔力石","PowerGem","50"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","8","三级/中间材料","311","火山的 钢绞线","Lv12Refine_Yarn_Red","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","9","二级材料","216","火山的 茧","Lv12Refine_Cocoon_Red","3"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","10","三级/中间材料","312","魔力的 红色颜料","Lv12Refine_ManaDye_Red","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","11","二级材料","210","魔力石","PowerGem","160"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","12","二级材料","217","特殊 稀释剂","SpecialDiluted","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","13","二级材料","218","红色天然颜料","Lv12Refine_Dye_Red","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","14","三级/中间材料","300","红色基诺之星","MixGem","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","15","三级/中间材料","313","恶魔术士的蓝宝石","Advance_Item_RedJewel","1"
"AblazeVambrace","415","阿博雷兹之手","AblazeVambrace","16","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"ApliteBow","417","艾布莱德弓","ApliteBow","0","成品行","417","艾布莱德弓","ApliteBow","99"
"ApliteBow","417","艾布莱德弓","ApliteBow","1","三级/中间材料","314","强化 邕鳞 皮","Lv12Refine_DragonScale_Strong","4"
"ApliteBow","417","艾布莱德弓","ApliteBow","2","二级材料","219","坚韧 邕鳞 皮","Lv12Refine_DragonScale_Tough","2"
"ApliteBow","417","艾布莱德弓","ApliteBow","3","二级材料","220","贝壳","Patch","500"
"ApliteBow","417","艾布莱德弓","ApliteBow","4","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"ApliteBow","417","艾布莱德弓","ApliteBow","5","二级材料","215","精工宝石","WareGemstone","50"
"ApliteBow","417","艾布莱德弓","ApliteBow","6","二级材料","210","魔力石","PowerGem","50"
"ApliteBow","417","艾布莱德弓","ApliteBow","7","三级/中间材料","315","精灵 带有的 皮带","Lv12Refine_ElementalStrap","3"
"ApliteBow","417","艾布莱德弓","ApliteBow","8","二级材料","221","精灵之气","Lv12Refine_ElementalForce","1"
"ApliteBow","417","艾布莱德弓","ApliteBow","9","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"ApliteBow","417","艾布莱德弓","ApliteBow","10","二级材料","222","皮带","Strap","500"
"ApliteBow","417","艾布莱德弓","ApliteBow","11","三级/中间材料","316","幻想的宝石 装饰品","Lv12Refine_FantasticAccessory","3"
"ApliteBow","417","艾布莱德弓","ApliteBow","12","三级/中间材料","300","红色基诺之星","MixGem","5"
"ApliteBow","417","艾布莱德弓","ApliteBow","13","三级/中间材料","317","恶魔弓箭手的箭","Advance_Item_Arrow","4"
"ApliteBow","417","艾布莱德弓","ApliteBow","14","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","0","成品行","419","艾布莱德之甲","ApliteGarb","99"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","1","三级/中间材料","314","强化 邕鳞 皮","Lv12Refine_DragonScale_Strong","3"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","2","二级材料","219","坚韧 邕鳞 皮","Lv12Refine_DragonScale_Tough","2"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","3","二级材料","220","贝壳","Patch","500"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","4","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","5","二级材料","215","精工宝石","WareGemstone","50"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","6","二级材料","210","魔力石","PowerGem","50"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","7","三级/中间材料","315","精灵 带有的 皮带","Lv12Refine_ElementalStrap","3"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","8","二级材料","221","精灵之气","Lv12Refine_ElementalForce","1"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","9","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","10","二级材料","222","皮带","Strap","500"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","11","三级/中间材料","316","幻想的宝石 装饰品","Lv12Refine_FantasticAccessory","3"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","12","三级/中间材料","300","红色基诺之星","MixGem","5"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","13","三级/中间材料","317","恶魔弓箭手的箭","Advance_Item_Arrow","3"
"ApliteGarb","419","艾布莱德之甲","ApliteGarb","14","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"ApliteCap","418","艾布莱德之帽","ApliteCap","0","成品行","418","艾布莱德之帽","ApliteCap","99"
"ApliteCap","418","艾布莱德之帽","ApliteCap","1","三级/中间材料","314","强化 邕鳞 皮","Lv12Refine_DragonScale_Strong","2"
"ApliteCap","418","艾布莱德之帽","ApliteCap","2","二级材料","219","坚韧 邕鳞 皮","Lv12Refine_DragonScale_Tough","2"
"ApliteCap","418","艾布莱德之帽","ApliteCap","3","二级材料","220","贝壳","Patch","500"
"ApliteCap","418","艾布莱德之帽","ApliteCap","4","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"ApliteCap","418","艾布莱德之帽","ApliteCap","5","二级材料","215","精工宝石","WareGemstone","50"
"ApliteCap","418","艾布莱德之帽","ApliteCap","6","二级材料","210","魔力石","PowerGem","50"
"ApliteCap","418","艾布莱德之帽","ApliteCap","7","三级/中间材料","315","精灵 带有的 皮带","Lv12Refine_ElementalStrap","2"
"ApliteCap","418","艾布莱德之帽","ApliteCap","8","二级材料","221","精灵之气","Lv12Refine_ElementalForce","1"
"ApliteCap","418","艾布莱德之帽","ApliteCap","9","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"ApliteCap","418","艾布莱德之帽","ApliteCap","10","二级材料","222","皮带","Strap","500"
"ApliteCap","418","艾布莱德之帽","ApliteCap","11","三级/中间材料","316","幻想的宝石 装饰品","Lv12Refine_FantasticAccessory","2"
"ApliteCap","418","艾布莱德之帽","ApliteCap","12","三级/中间材料","300","红色基诺之星","MixGem","2"
"ApliteCap","418","艾布莱德之帽","ApliteCap","13","三级/中间材料","317","恶魔弓箭手的箭","Advance_Item_Arrow","2"
"ApliteCap","418","艾布莱德之帽","ApliteCap","14","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","0","成品行","421","艾布莱德之鞋","ApliteSandal","99"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","1","三级/中间材料","314","强化 邕鳞 皮","Lv12Refine_DragonScale_Strong","2"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","2","二级材料","219","坚韧 邕鳞 皮","Lv12Refine_DragonScale_Tough","2"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","3","二级材料","220","贝壳","Patch","500"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","4","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","5","二级材料","215","精工宝石","WareGemstone","50"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","6","二级材料","210","魔力石","PowerGem","50"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","7","三级/中间材料","315","精灵 带有的 皮带","Lv12Refine_ElementalStrap","2"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","8","二级材料","221","精灵之气","Lv12Refine_ElementalForce","1"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","9","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","10","二级材料","222","皮带","Strap","500"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","11","三级/中间材料","316","幻想的宝石 装饰品","Lv12Refine_FantasticAccessory","2"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","12","三级/中间材料","300","红色基诺之星","MixGem","2"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","13","三级/中间材料","317","恶魔弓箭手的箭","Advance_Item_Arrow","2"
"ApliteSandal","421","艾布莱德之鞋","ApliteSandal","14","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","0","成品行","420","艾布莱德之手","ApliteSleevelet","99"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","1","三级/中间材料","314","强化 邕鳞 皮","Lv12Refine_DragonScale_Strong","1"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","2","二级材料","219","坚韧 邕鳞 皮","Lv12Refine_DragonScale_Tough","2"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","3","二级材料","220","贝壳","Patch","500"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","4","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","5","二级材料","215","精工宝石","WareGemstone","50"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","6","二级材料","210","魔力石","PowerGem","50"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","7","三级/中间材料","315","精灵 带有的 皮带","Lv12Refine_ElementalStrap","2"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","8","二级材料","221","精灵之气","Lv12Refine_ElementalForce","1"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","9","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","10","二级材料","222","皮带","Strap","500"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","11","三级/中间材料","316","幻想的宝石 装饰品","Lv12Refine_FantasticAccessory","1"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","12","三级/中间材料","300","红色基诺之星","MixGem","1"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","13","三级/中间材料","317","恶魔弓箭手的箭","Advance_Item_Arrow","1"
"ApliteSleevelet","420","艾布莱德之手","ApliteSleevelet","14","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"GlaciesStick","422","格莱西之棍","GlaciesStick","0","成品行","422","格莱西之棍","GlaciesStick","99"
"GlaciesStick","422","格莱西之棍","GlaciesStick","1","三级/中间材料","318","结冰的月光 衣料","Lv12Refine_IceCloth","5"
"GlaciesStick","422","格莱西之棍","GlaciesStick","2","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"GlaciesStick","422","格莱西之棍","GlaciesStick","3","二级材料","223","冰的 净水","Lv12Refine_Marrow_Ice","1"
"GlaciesStick","422","格莱西之棍","GlaciesStick","4","三级/中间材料","309","皮带","Strap","2000"
"GlaciesStick","422","格莱西之棍","GlaciesStick","5","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"GlaciesStick","422","格莱西之棍","GlaciesStick","6","二级材料","215","精工宝石","WareGemstone","50"
"GlaciesStick","422","格莱西之棍","GlaciesStick","7","二级材料","210","魔力石","PowerGem","50"
"GlaciesStick","422","格莱西之棍","GlaciesStick","8","三级/中间材料","319","生命的 钢绞线","Lv12Refine_Yarn_Green","1"
"GlaciesStick","422","格莱西之棍","GlaciesStick","9","二级材料","224","生命的 茧","Lv12Refine_Cocoon_Green","3"
"GlaciesStick","422","格莱西之棍","GlaciesStick","10","三级/中间材料","320","魔力的 绿色 颜料","Lv12Refine_ManaDye_Blue","2"
"GlaciesStick","422","格莱西之棍","GlaciesStick","11","二级材料","210","魔力石","PowerGem","160"
"GlaciesStick","422","格莱西之棍","GlaciesStick","12","二级材料","217","特殊 稀释剂","SpecialDiluted","1"
"GlaciesStick","422","格莱西之棍","GlaciesStick","13","二级材料","225","绿色 天然颜料","Lv12Refine_Dye_Blue","1"
"GlaciesStick","422","格莱西之棍","GlaciesStick","14","三级/中间材料","300","红色基诺之星","MixGem","4"
"GlaciesStick","422","格莱西之棍","GlaciesStick","15","三级/中间材料","321","恶魔术士的蓝宝石","Advance_Item_BlueJewel","3"
"GlaciesStick","422","格莱西之棍","GlaciesStick","16","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"GlaciesGown","424","格莱西之服","GlaciesGown","0","成品行","424","格莱西之服","GlaciesGown","99"
"GlaciesGown","424","格莱西之服","GlaciesGown","1","三级/中间材料","318","结冰的月光 衣料","Lv12Refine_IceCloth","3"
"GlaciesGown","424","格莱西之服","GlaciesGown","2","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"GlaciesGown","424","格莱西之服","GlaciesGown","3","二级材料","223","冰的 净水","Lv12Refine_Marrow_Ice","1"
"GlaciesGown","424","格莱西之服","GlaciesGown","4","三级/中间材料","309","皮带","Strap","2000"
"GlaciesGown","424","格莱西之服","GlaciesGown","5","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"GlaciesGown","424","格莱西之服","GlaciesGown","6","二级材料","215","精工宝石","WareGemstone","50"
"GlaciesGown","424","格莱西之服","GlaciesGown","7","二级材料","210","魔力石","PowerGem","50"
"GlaciesGown","424","格莱西之服","GlaciesGown","8","三级/中间材料","319","生命的 钢绞线","Lv12Refine_Yarn_Green","1"
"GlaciesGown","424","格莱西之服","GlaciesGown","9","二级材料","224","生命的 茧","Lv12Refine_Cocoon_Green","3"
"GlaciesGown","424","格莱西之服","GlaciesGown","10","三级/中间材料","320","魔力的 绿色 颜料","Lv12Refine_ManaDye_Blue","2"
"GlaciesGown","424","格莱西之服","GlaciesGown","11","二级材料","210","魔力石","PowerGem","160"
"GlaciesGown","424","格莱西之服","GlaciesGown","12","二级材料","217","特殊 稀释剂","SpecialDiluted","1"
"GlaciesGown","424","格莱西之服","GlaciesGown","13","二级材料","225","绿色 天然颜料","Lv12Refine_Dye_Blue","1"
"GlaciesGown","424","格莱西之服","GlaciesGown","14","三级/中间材料","300","红色基诺之星","MixGem","3"
"GlaciesGown","424","格莱西之服","GlaciesGown","15","三级/中间材料","321","恶魔术士的蓝宝石","Advance_Item_BlueJewel","3"
"GlaciesGown","424","格莱西之服","GlaciesGown","16","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"GlaciesCap","423","格莱西之帽","GlaciesCap","0","成品行","423","格莱西之帽","GlaciesCap","99"
"GlaciesCap","423","格莱西之帽","GlaciesCap","1","三级/中间材料","318","结冰的月光 衣料","Lv12Refine_IceCloth","2"
"GlaciesCap","423","格莱西之帽","GlaciesCap","2","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"GlaciesCap","423","格莱西之帽","GlaciesCap","3","二级材料","223","冰的 净水","Lv12Refine_Marrow_Ice","1"
"GlaciesCap","423","格莱西之帽","GlaciesCap","4","三级/中间材料","309","皮带","Strap","2000"
"GlaciesCap","423","格莱西之帽","GlaciesCap","5","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"GlaciesCap","423","格莱西之帽","GlaciesCap","6","二级材料","215","精工宝石","WareGemstone","50"
"GlaciesCap","423","格莱西之帽","GlaciesCap","7","二级材料","210","魔力石","PowerGem","50"
"GlaciesCap","423","格莱西之帽","GlaciesCap","8","三级/中间材料","319","生命的 钢绞线","Lv12Refine_Yarn_Green","1"
"GlaciesCap","423","格莱西之帽","GlaciesCap","9","二级材料","224","生命的 茧","Lv12Refine_Cocoon_Green","3"
"GlaciesCap","423","格莱西之帽","GlaciesCap","10","三级/中间材料","320","魔力的 绿色 颜料","Lv12Refine_ManaDye_Blue","2"
"GlaciesCap","423","格莱西之帽","GlaciesCap","11","二级材料","210","魔力石","PowerGem","160"
"GlaciesCap","423","格莱西之帽","GlaciesCap","12","二级材料","217","特殊 稀释剂","SpecialDiluted","1"
"GlaciesCap","423","格莱西之帽","GlaciesCap","13","二级材料","225","绿色 天然颜料","Lv12Refine_Dye_Blue","1"
"GlaciesCap","423","格莱西之帽","GlaciesCap","14","三级/中间材料","300","红色基诺之星","MixGem","2"
"GlaciesCap","423","格莱西之帽","GlaciesCap","15","三级/中间材料","321","恶魔术士的蓝宝石","Advance_Item_BlueJewel","2"
"GlaciesCap","423","格莱西之帽","GlaciesCap","16","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","0","成品行","426","格莱西之鞋","GlaciesSandal","99"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","1","三级/中间材料","318","结冰的月光 衣料","Lv12Refine_IceCloth","2"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","2","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","3","二级材料","223","冰的 净水","Lv12Refine_Marrow_Ice","1"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","4","三级/中间材料","309","皮带","Strap","2000"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","5","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","6","二级材料","215","精工宝石","WareGemstone","50"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","7","二级材料","210","魔力石","PowerGem","50"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","8","三级/中间材料","319","生命的 钢绞线","Lv12Refine_Yarn_Green","1"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","9","二级材料","224","生命的 茧","Lv12Refine_Cocoon_Green","3"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","10","三级/中间材料","320","魔力的 绿色 颜料","Lv12Refine_ManaDye_Blue","2"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","11","二级材料","210","魔力石","PowerGem","160"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","12","二级材料","217","特殊 稀释剂","SpecialDiluted","1"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","13","二级材料","225","绿色 天然颜料","Lv12Refine_Dye_Blue","1"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","14","三级/中间材料","300","红色基诺之星","MixGem","2"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","15","三级/中间材料","321","恶魔术士的蓝宝石","Advance_Item_BlueJewel","2"
"GlaciesSandal","426","格莱西之鞋","GlaciesSandal","16","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","0","成品行","425","格莱西之手","GlaciesSleevelet","99"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","1","三级/中间材料","318","结冰的月光 衣料","Lv12Refine_IceCloth","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","2","二级材料","213","萨菲罗斯 衣料","Lv12Refine_SephirothCloth","5"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","3","二级材料","223","冰的 净水","Lv12Refine_Marrow_Ice","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","4","三级/中间材料","309","皮带","Strap","2000"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","5","三级/中间材料","310","魔力的 净水","Lv12Refine_Magic_Cream","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","6","二级材料","215","精工宝石","WareGemstone","50"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","7","二级材料","210","魔力石","PowerGem","50"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","8","三级/中间材料","319","生命的 钢绞线","Lv12Refine_Yarn_Green","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","9","二级材料","224","生命的 茧","Lv12Refine_Cocoon_Green","3"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","10","三级/中间材料","320","魔力的 绿色 颜料","Lv12Refine_ManaDye_Blue","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","11","二级材料","210","魔力石","PowerGem","160"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","12","二级材料","217","特殊 稀释剂","SpecialDiluted","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","13","二级材料","225","绿色 天然颜料","Lv12Refine_Dye_Blue","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","14","三级/中间材料","300","红色基诺之星","MixGem","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","15","三级/中间材料","321","恶魔术士的蓝宝石","Advance_Item_BlueJewel","1"
"GlaciesSleevelet","425","格莱西之手","GlaciesSleevelet","16","三级/中间材料","301","艾拉恩的 雅拉无 咒文书","Lv12Refine_YellowScroll","1"
